state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Karnataka,Hassan,Cholera,37,0,02-11-2020,,Under Control,"Cases reported from urban areas of Ambedkara Nagar & Gandhi Nagar, Holenarasipura Urban, Block Holenarasipura. District RRT investigated the outbreak. 07 stool samples collected were found positive for cholera culture. 4 water samples collected were non potable for drinking purpose. Cases treated symptomatically. ORS packets distributed in the affected area. Health education given regarding food hygiene and sanitation."
Maharashtra,Ahmednagar,Chikungunya,40,0,03-11-2020,,Under Control,"Cases reported from Village Pimpalgaon Turk, Taluk Parner. District RRT investigated the outbreak. State and District NVBDCP officials were informed. House to house survey done. 5 blood samples collected were positive for Chikungunya (IgM ELISA). All cases treated symptomatically. Entomological survey done. Source reduction activity and fogging done in the affected area. Health education given."
Maharashtra,Ahmednagar,Chikungunya,25,0,03-11-2020,,Under Control,"Cases reported from Village Bande wasti, Takali Dhokeshawar, Taluka Parner. District RRT investigated the outbreak. State and District NVBDCP officials were informed. House to house survey done. Out of 13 blood samples collected; 12 samples were positive for Chikungunya (IgM ELISA). All cases treated symptomatically. Entomological survey done. Source reduction activity and fogging done in the affected area. Health education given."
Maharashtra,Sindhudurg (Kudal),Leptospirosis,17,1,02-11-2020,,Under Control,"Cases reported from Village Bhutwad, SC Jambhavade, PHC Kadaval, Taluk Kudal. District RRT investigated the outbreak. House to house survey done. Out of 25 blood samples collected and sent to DH Sindhudurg; 16 sample were positive for Leptospirosis (IgM ELISA). All cases treated. Health education given."
Kerala,Kannur,Visceral Leishmaniasis,01,0,25-10-2020,18-11-2020,Under Surveillance,"One case was reported from Village Aralam, HSC Aralam, PHC Aralam Farm, Block Keezhpally. Bone marrow aspiration done at Govt Medical College, Kannur shows amastigote forms of L.donovani and LD bodies, suggestive of Visceral Leishmaniasis. The patient was admitted in GMC, Kannur with the history of fever, headache, myalgia, pallor, mild icterus, bipedal edema and hepatosplenomegaly. District RRT investigated the outbreak and reviewed the situation. Entomological study was doneo sandflies were detected from the area. Insecticide residual spray conducted in dwelling houses and cattle sheds using Lamda cyhalothrin. Door to door IPC and IEC activities conducted."
Kerala,Kozhikode,Food Poisoning,300,0,18-11-2020,19-11-2020,Under Control,"Cases reported from Village Pashukadavu, Maruthomkara, Koyhod, Adukkath, HSC Maruthomkara, PHC/Block Pashukadavu. 438 persons reported with the symptoms of vomiting, abdominal pain and diarrhea. All affected cases were treated symptomatically at various hospitals with antibiotics and ORS. Date of onset of last case was 20/11/2020. As per the investigation suspected source was found to be chicken distributed in the Biryani Food fest event. District RRT investigated the outbreak. The RRT provided medical support by distributing medicines to symptomatic cases."
Maharashtra,Sindhudurg (Kudal),Leptospirosis,01,1,09-11-2020,19-11-2020,Under Surveillance,"One Case reported from Kankavli Madhaliwadi, SC Kankavli No.1, Taluk Kankavli. The patient was a Male, 22yrs who expired on 15/11/2020 due to Leptospirosis. One blood sample collected and found positive for Leptospirosis. District RRT investigated the outbreak. Rapid survey, container survey, use of larvicides, Health education, distribution of Cap Doxycycline as chemoprophyl;axis was done."
Madhya Pradesh,Sidhi,Food Poisoning,08,1,17-11-20 Date of,18-11-2020,Under Surveillance,"8 Cases were reported from Village Ladbad, Block Sihawal, Distt- Sidhi. District RRT investigated the outbreak. Administration and Health team have visited the affected area and active surveillance has been going on. The deceased patient was a male 10 years of age.Food samples collected and sent to Lab, result awaited. Health education given. No new cases were detected so far."
Meghalaya,East Khasi Hills,Scrub Typhus,19,2,07-11-2020,,Under Surveillance,"Cases reported from Village Shilliang Jashar, CHC Pyursla. Block Pynursla. Both genders are affected with females being affected more (60%). All age groups affected (youngest being 8 years of age and oldest being 50 years of age) The most common symptoms exhibited by all cases are fever of unknown origin. An eschar mark was found in one case. There were two deaths, One 50 year, female with symptoms of fever, chills and nausea who expired on 9/11/2020 and a 11 year old male with symptoms of fever, chills and nausea who"
Maharashtra,Sindhudurg (Kudal),Leptospirosis,01,1,10-11-2020,,Under Surveillance,"One Case was reported from Humarmala Domblewadi, SC Oros Br. Taluk Kudal, Dist- Sindhudurg. Patient was a 22yrs old male, date of death was 16/11/2020. One blood sample collected and One sample was positive for Leptospirosis. 18 blood samples were collected and the result is awaited. District RRT investigated the outbreak. Rapid survey, Container survey, use of larvicides, Health education and distribution of Cap Doxycycline as a chemoprophylaxis measure was done."
Karnataka,Tumkur,Chikungunya,30,0,22-11-2020,26-11-2020,Under Control,"Cases reported from Village H Kaval, PHC/CHC Bukkapatna, Taluk Sira. District RRT investigated the outbreak. State and District NVBDCP officials were informed. House to house survey done. 03 blood samples collected were positive for Chikungunya (IgM ELISA). All cases treated symptomatically. Entomological survey done. Source reduction activity and fogging done in the affected area. Health education given."
Maharashtra,Ratnagiri,Cholera,65,0,23-11-2020,24-11-2020,Under Control,"Cases reported from Village Pacheri Agar, SC Shivane, PHC Kolawali. District RRT investigated the outbreak. 04 stool samples collected were found positive for cholera culture. Out of 17 water samples collected; 5 samples were non potable for drinking purpose. Cases treated symptomatically. ORS packets distributed in the affected area. Health education given regarding food hygiene"
Madhya Pradesh,Mandsaur,Food Poisoning,108,0,27-11-2020,28-11-2020,Under Control,"Cases reported from Village Dodiya Meena, SHC- Mundedi, PHC Budha Block Malhargarh. District RRT investigated the outbreak. Active search for cases done. Cases consumed food (stale chicken dish) and presented with symptoms of vomiting and loose motion. Food samples collected. All cases treated symptomatically. Health education given regarding food hygiene and sanitation."
Madhya Pradesh,Seoni,Acute Diarrheal Disease,120,0,21-11-2020,25-11-2020,Under Control,"Cases reported from Village Jhagra, PHC Dhutera, Block Keolari. District RRT investigated the outbreak. House to house survey done. Pipe line leakage were observed in the community. Stool sample and vomitus sample collected and sent to ICMR Jabalpur. All cases treated symptomatically. IEC done regarding safe drinking water and personal hygiene."
Odisha,Subarnapur,Chickenpox,11,0,21-11-2020,29-11-2020,Under Control,"and sanitation. Cases reported from Gobindpur, SC Subalara, CHC Birmaharajpur. Cases presented symptoms of fever with rash. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given."
Maharashtra,Nashik,Chikungunya,32,0,06-11-2020,,Under Surveillance,"Cases reported from several blocks namely Yeola, Nashik, Sinnar and Niphad. District RRT investigated the outbreak. District NVBDCP officials were informed. House to house fever survey done. Out of 32 blood samples collected and tested at DPHL Nashik; 14 samples were found positive for Chikungunya (IgM ELISA). Entomological survey done. Source reduction and fogging undertaken in the affected area. Health education given."
Maharashtra,Osmanabad,Dengue,09,0,11-11-2020,,Under Surveillance,"Cases reported from Village Nagur, SC Kanegaon, PHC Bhatagali, Block Lohara. District RRT investigated the outbreak. District NVBDCP officials were informed. House to house fever survey done. Out of 09 blood samples collected and tested at DPHL Beed; 03 samples were found positive for Dengue (IgM ELISA). Entomological survey done. Source reduction and fogging undertaken in the affected area. Health education given."
Maharashtra,Osmanabad,Dengue & Chikungunya,07,0,31-10-2020,,Under Control,"Cases reported from Village Lohara Sc Kanegaon, PHC Hipparga Rao, Block Lohara. District RRT investigated the outbreak. District NVBDCP officials were informed. House to house fever survey done. Out of 07 blood samples collected and tested at DPHL Beed; 02 samples were found positive for Dengue (IgM ELISA) and 01 sample was positive for Chikungunya (IgM ELISA). Entomological survey done. Source reduction and fogging undertaken in the affected area. Health education given."
Maharashtra,Pune,Dengue,16,1,18-11-2020,,Under Surveillance,"Cases reported from several PHC Mandavgan, Palasdev, Rajgurunagar, Karanjawane. District RRT investigated the outbreak. District NVBDCP officials were informed. House to house fever survey done. Out of 16 blood samples collected and tested at NIV Pune; 14 samples were found positive for Dengue (IgM ELISA). Entomological survey done. Source reduction and fogging undertaken in the affected area. Health education given."
Maharashtra,Pune,Chikungunya,07,0,27-10-2020,,Under Control,"Cases reported from Village Dhumewadi, SC Dive, PHC Malshiras, Block Purandar and Village Indapur, PHC Bijawdi, block Yadavvadi. District RRT investigated the outbreak. District NVBDCP officials were informed. House to house fever survey done. All 12 blood samples collected and tested at NIV Pune; were found positive for Chikungunya (IgM ELISA). Entomological survey done. Source reduction and fogging undertaken in the affected area. Health education"
Maharashtra,Sindhudurg (Kudal),Leptospirosis,01,1,12-11-2020,,Under Surveillance,"given. Cases reported from Village Vaibhavwadi Gopalnagar, SC Kokisare, Taluk Vaibhavwadi. District RRT investigated the outbreak. House to house survey done. Blood sample collected and sent to DH Sindhudurg was positive for Leptospirosis (IgM ELISA). One death occurred in 38yr old male. Health education given."
Maharashtra,Satara,Dengue,30,0,04-11-2020,,Under Surveillance,"Cases reported from several Blocks Karad, Khatav. District RRT investigated the outbreak. District NVBDCP officials were informed. House to house fever survey done. Out of 30 blood samples collected and tested at Sentinel Lab; 09 samples were found positive for Dengue (IgM ELISA). Entomological survey done. Source reduction and fogging undertaken in the affected area. Health education given."
Maharashtra,Satara,Chikungunya,05,0,09-11-2020,,Under Control,"Cases reported from Village Masur, SC Nigadi, PHC Masur, Block Karad. District RRT investigated the outbreak. District NVBDCP officials were informed. House to house fever survey done. Out of 05 blood samples collected and tested at Sentinel Lab; 4 samples were found positive for Chikungunya (IgM ELISA). Entomological survey done. Source reduction and fogging undertaken in the affected area. Health education given."
Maharashtra,Wardha,Dengue,04,0,22-10-2020,,Under Control,"Cases reported from Village Kalamna, SC Bhosa, PHC Mandgaon, Block Samudrapur. District RRT investigated the outbreak. District NVBDCP officials were informed. House to house fever survey done. Out of 04 blood samples collected and tested at Sentinel Lab; 3 samples were found positive for Dengue (IgM ELISA). Entomological survey done (HI-7.36, BI-11.57 CI- 4.6). Source reduction and fogging undertaken in the affected area. Health education given."
Assam,Dibrugarh,Food Poisoning,03,3,30-11-2020,04-12-2020,Under Surveillance,"Cases were reported from Village Kalyanpur Gaon, 2 No Chapatoli, SC Bhadoi, PHC/Block Tengakhat. All patients developed symptoms of fever, abdominal pain and vomiting. All three cases expired. They had history of consuming roti with chicken curry and chulai on 29.11.2020. It was found that two empty insecticide containers were used to carry chulai. Local police recovered both the containers which were still half filled from the nearby tea plantation area. District RRT investigated the outbreak."
Chandigarh,Chandigarh,Dengue,13,0,07-12-2020,09-12-2020,Under Surveillance,"Cases were reported from Manimajra, Ramdarbar, Dhanas, Sec-30, Sec-40, Sec-26, Sec- 25, Sec-7, DMC, Maulijagran. All the cases were tested positive by IgM ELISA and were treated. Intensification of Anti Larval work was done in these areas. Anti-Adult mosquito measure augmentation was being done. IEC activities regarding dengue prevention measures were being carried out in the form of Mega phone announcements, Hand bill distribution etc. The Anti Dengue activities had been clubbed along"
Maharashtra,Akola,Suspected Dengue,40,0,02-12-2020,03-12-2020,Under Surveillance,"Cases were reported from Barshitakli, Pinjar Januna Nihida. 24 blood samples were taken and all were found negative for malaria for peripheral blood smears. 16 serum samples were collected and sent to GMC Microbiology laboratory Akola and 15 were negative and 1 positive for Dengue (IgM), 56 samples were taken for Covid RT-PCR and all tested negative. Surveillance activity was performed. . District RRT investigated the outbreak. Preventive measures were carried out that included emptying containers, clearing drainage system, temifos activity and health education. Wide spread control measures were undertaken and along with public awareness IEC activities were conducted"
Maharashtra,Satara,Chikungunya,07,0,24-11-2020,03-12-2020,Under Control,"Cases reported from Village Dhangarwadi, SC Kodoli, PHC Chinchner, Block Satara. District RRT investigated the outbreak. MIDC Areas, Uncovered water storing practices leading to increased density of mosquito larva. 05 serum samples werecollected and sent to NIV Pune, result positive. HI=15.48, CI: 4.59, BI:18.64. 10 serum samples were sent to NIV, Pune on 25.11.2020. Out of which all 5 tested positive for Chikungunya, House to house container survey was carried out. Fogging was not done but advised. People were promoted to use protective measures against mosquito bites. Health education was given."
Madhya Pradesh,Chhatarpur,Chickenpox,11,0,17-11-2020,02-12-2020,Under Surveillance,Cases were reported from District Jail Chhatarpur. Any carrier or low symptomatic of chickenpox might have been the probable cause of this spread. District RRT investigated the outbreak. Health education regarding hygiene and sanitization was given. Awareness regarding prevention of diseases in jail was imparted.
Maharashtra,Pune,Dengue,05,0,01-06-2020,,Under Control,"Cases were reported from Khed, Rajgurunagar, Urban, Rajgurunagar. All 05 serum samples tested positive for Dengue by IgM ELISA. Container survey, Fogging, counselling to patients was done."
Maharashtra,Satara,Dengue,27,0,13-11-2020,,Under Surveillance,"Cases reported from Village Belade Bk, SC Belavade, PHC Rethare, Block Karad. Uncovered water storing practices leading to increased density of mosquito larva. 12 serum samples were collected and sent to Civil Lab, out of which 3 were positive for Dengue by IgM ELISA.. House to house survey was done."
Maharashtra,Nashik,Chikungunya,08,0,04-12-2020,11-12-2020,Under Control,"Cases reported from Village Bajrangwadi, SC Vilholi, PHC Jategaon, Block Nashik. District RRT investigated the outbreak. District NVBDCP officials were informed. House to house fever survey done. Out of 08 blood samples collected and tested at DPHL Nashik; 5 samples were found positive for Chikungunya (IgM ELISA). Entomological survey done. Source reduction and fogging undertaken in the affected area. Health"
Madhya Pradesh,Santna,Leptospirosis,11,0,08-12-2020,09-12-2020,Under Control,"education given. Cases reported from Unchehra, Kulgarhi, Atra. District RRT investigated the outbreak. House to house survey done. 11 blood sample collected and sent to ICMR, Jabalpur Lab; 2 samples were positive for Leptospirosis (IgM ELISA). Health education given. Cases reported from Village/SC Perali, PHC"
Tamil Nadu,Perambalur,Food Poisoning,08,0,09-12-2020,09-12-2020,Under Control,"Maruvathur, Block Veppur. District RRT investigated the outbreak. Active search for cases done. Cases consumed food and presented with symptoms of vomiting and loose motion. All 8 stool samples collected were negative for salmonella, shigella & vibrio cholera. All 5 water samples collected were not potable Food sample sent to Food Lab Trichy. All cases treated symptomatically. Health education given"
Uttar Pradesh,Ballia,Food Poisoning,10,2,03-12-2020,11-12-2020,Under Surveillance,"regarding food hygiene and sanitation. Cases reported from Village Narahi, CHC Narahi, Block Sohaon. District RRT investigated the outbreak. Active search for cases done. Cases consumed food in a social gathering (mela) and presented with symptoms of vomiting and loose motion. All cases treated symptomatically. Health education given regarding food hygiene and sanitation."
Bihar,Rohtas,Malaria,112,0,06-12-2020,,Under Control,"Cases reported from Village Chunhatta, Block Nauhatta, Panchayat- Pipardih. District RRT investigated the outbreak. State and District NVBDCP officials were informed. House to house survey done. All 36 blood sample collected were found positive Malaria by rapid kit. All cases treated as per the programme guidelines. Source reduction and fogging activities undertaken. Health education given."
Assam,Dhemaji,Leptospirosis and Scrub Typhus,01,0,15-11-2020,22-12-2020,Under Surveillance,"symptoms. Cases reported from Village Kodomtola, SC Jalkiasuti, PHC Silapathar, BPHC Sissiborgaon. The case, a 66 years male started developing symptom such as Fever and Cough. Leptospira, sample was positive for Scrub Typhus by IgM Elisa."
Assam,Tinsukia,Chickenpox,15,0,14-12-2020,16-12-2020,Under Surveillance,"Cases reported from Village Himoluguri gaon, SC Langkashi, BPHC Hapjan. Cases presented with fever, headache and vesicular eruption. House to house survey was done. IEC regarding maintenance of proper health and hygiene along with proper isolation of affected household members was done. District RRT investigated the outbreak. Follow up of the affected individuals was done for 21 days from the onset of"
Kerala,Kozhikode,Shigella sonnei,50,1,06-12-2020,15-12-2020,Under Surveillance,"HSC UHC Chelavoor, PHC Division 18- Kottaparamb, Block Corporation. District RRT investigated the outbreak. Cases presented with fever, vomiting, abdominal pain and loose stools. The deceased was a 11 year child with similar symptoms, cause of death was found to be sepsis. Water samples collected and sent to Regional Analytical Lab. Shigella and coliform bacteria were found and the sample was found to be unfit for drinking purpose."
Karnataka,Raichur,Dengue,29,0,16-12-2020,17-12-2020,Under Control,"Cases reported from Village Gonwatla Tanda, PHC/CHC Echnal, Taluk Lingsugur. High mosquito density was found and huge number of breeding sites was observed in the area. House to house survey done. 29 blood serum samples collected and sent to DSU, Raichur, result 01 sample positive for Dengue by IgM ELISA. All cases treated. Health education given. Cases reported from Village Corp/Chelavoor,"
West Bengal,Purba Medinipur,Scrub Typhus,23,0,11-02-2020,15-11-2020,Under Surveillance,"Cases reported from Village Paikpari, Saira, Mahisda, Panchberia, Par Alinan. PO Nonakuri Bazar, Saira, Demarihat, Ballukhat, Alinan. Block Sahid Matangini. Cases presented with Fever, Body aches, muscles pain and dark scab. House to house survey done. 15 samples were collected and 5 were reactive. All the rest were negative for scrub typhus and malaria."
Assam,Tinsukia,Leptospirosis,01,0,06-12-2020,,Under Surveillance,"Cases reported from Ketetong, Kujupather, Village/SC Kujupather. District RRT investigated the outbreak. Cases presented with high-fever, diarrhea and vomiting. Blood samples collected and sent to AMCH, and result positive for Leptospira."
Jharkhand,Pakaur,Fever with Rash,12,0,01-12-2020,,Under Surveillance,"Cases reported from Village Randanga, HSC Sangrampur, CHC Pakur. District RRT investigated the outbreak. House to house survey done. Two blood samples collected and sent to Institute of Serology Kolkata with the help of WHO Pakur, and both tested negative for Rubella and Measles."
Kerala,Trivandrum,Chikungunya,11,0,06-12-2020,,Under Surveillance,"Cases reported from Village/HSC Pangode, PHC Thrikkannapuram, Block Trivandrum Corporation. Vector breeding sites were found in money plant holding containers, flower vases, plastic containers and tyres. 13 Blood samples collected and sent to PH Lab and all samples were found positive."
Jharkhand,Hazaribagh,Chickenpox,06,0,19-12-2020,21-12-2020,Under Control,"Cases reported from Village Barwa, SC Allunja, Block Ichak Hazaribagh. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given. Cases reported from Village/SC Golegaon, Taluk"
Maharashtra,Ahmednagar,Chikungunya,14,0,18-12-2020,21-12-2020,Under Control,Shivgaon. District RRT investigated the outbreak. District NVBDCP officials were informed. House to house fever survey done. Out of 14 blood samples collected; 5 samples were found positive for Chikungunya (IgM ELISA). Entomological survey done. Source reduction and fogging undertaken in the affected area. Health education given.
Maharashtra,Nashik,Chikungunya,09,0,18-12-2020,21-12-2020,Under Control,"Cases reported from Village/SC Rue, PHC Devgaon, Block Niphad. District RRT investigated the outbreak. State and District NVBDCP officials were informed. House to house survey done. Out of 9 serum samples collected; 4 samples were positive for Chikungunya (IgM ELISA). All cases treated symptomatically. Source reduction activities undertaken. Health education given."
Mizoram,Lunglei,Food Poisoning,34,0,26-12-2020,26-12-2020,Under Control,"Cases reported from Village Ramlaitui, PHC Haulawng. District RRT investigated the outbreak. Active search for cases done. Cases consumed food in social ceremony and presented with symptoms of vomiting and loose motion. Cases treated symptomatically. ORS packets distributed in the affected area. Health education given regarding food hygiene and sanitation."
Tamil Nadu,Kallakuirichi,Acute Diarrheal Disease,21,0,21-12-2020,23-12-2020,Under Control,"Cases reported from Village Thimmalai-Colony, SC Thimmalai, PHC/Block Thiyagadurgam. District RRT investigated the outbreak. House to house survey done. 3 water sample sent and tested at DPHL, Kallakuruchi; were not potable. Stool sample collected was negative for cholera culture. All cases treated symptomatically. Health education given."
Tamil Nadu,Virudhunagar- Sivakasi,Dengue,08,0,23-12-2020,23-12-2020,Under Control,"Cases reported from Village Devathanam, SC Devathanam, PHC Chockanathanputhur, Block Sivakasi. District RRT investigated the outbreak. State and District NVBDCP officials were informed. House to house survey done. Out of 4 blood samples, sent to DPHL, Virudhunagar; 1 sample was positive for Dengue. All cases treated symptomatically. Source reduction activities undertaken. Health education given."
Jharkhand,Pakur,Measles,05,0,08-12-2020,,Under Control,"Cases reported from Ballabhpur (Ward 21 Maulana Chauk) Urban Area, CHC Pakur. District RRT investigated the outbreak. House to house survey done. 4 Blood sample collected and sent to Institute of Serology, Kolkata. All cases treated symptomatically. Vitamin A supplementation provided. Health education given regarding isolation of cases."
Kerala,Kannur,Acute Diarrheal Disease,16,0,09-12-2020,,Under Control,"Cases reported from Villages Kunnothuparamba and Thripangottur, SC Kallikandy and Cheruparamba, PHC Thripangottur and PHC Kunnothuparamba. District RRT investigated the outbreak. House to house survey done. Stool samples collected and sent to GMC Calicut. All cases treated symptomatically. Super chlorination of water sources done. ORS packets were distributed in the community. IEC done regarding safe drinking water and personal hygiene."
Maharashtra,Kolhapur,Acute Diarrheal Disease,72,0,07-12-2020,,Under Control,"Cases reported from Boriwade, SC Boriwade, PHC Borpadale, Block Panhala. District RRT investigated the outbreak. House to house survey done. Out of 18 water sample collected; 5 samples were not potable. Stool sample collected was negative for cholera culture. All cases treated symptomatically. Health education given."
Maharashtra,Satara,Acute Diarrheal Disease,116,0,07-12-2020,,Under Control,"Cases reported from Village/SC Vihe, PHC Malharpeth, Block Patan. District RRT investigated the outbreak. House to house survey done. 5 stool sample collected sent to Civil Lab (sentinel) was negative for cholera culture. All cases treated symptomatically. Health education given."
Andhra Pradesh,Anantapur,Food Poisoning,13,0,03-01-2021,05-01-2021,Under Control,"Cases reported from Mandly, Village/SC Mandal, PHC Somandepalli, Somadepalli (M).All cases had history of consumption of food in a ceremony. 07 water samples were collected & sent to Regional Public Health Lab, Kurnool and 06 stool samples were collected and sent to Dept. Of Microbiology, Govt. General Hospital, Anantapur. No pathogenic bacteria was grown"
Meghalaya,East Jaintia Hills,Chickenpox,10,0,02-01-2021,04-01-2021,Under Surveillance,"Cases reported from Moolamylliang Village/SC, Saipung Block, Sutnga CHC, presented with fever with polymorphic rashes all over body & face. District RRT investigated the outbreak. Health Education was given."
Maharashtra,Amravati,Acute Diarrheal Disease,53,0,28-12-2020,31-12-2020,Under Surveillance,"after 48 hours of aerobic incubation. Cases reported from Village Shingnapur, PHC Chandrapur, Block Daryapur. District RRT investigated the outbreak. Health Education was given regarding cleanliness and hygiene in the village."
Madhya Pradesh,Morena,Food Poisoning,07,0,27-12-2020,02-01-2021,Under Surveillance,"Cases reported from Village Talkapura, SHC Shithri, CHC Pahadgarh, presented with loose motion and vomiting. 07 children were affected (02-M & 05-F). District RRT investigated the outbreak. Health Education was given regarding regular hand washing."
Mizoram,Serchhip,Acute Diarrheal Disease,36,0,26-12-2020,30-12-2020,Under Surveillance,"Cases reported from Chhiahtlang, Block Serchhip. 36 people having Acute diarrheal disease were inspected. District RRT investigated the outbreak. Health Education was given regarding pre-boiling of water for drinking."
Odisha,Rayagada,Acute Diarrheal Disease,31,0,03-01-2021,05-01-2021,Under Control,"Cases reported from Village M Pitesu (Adibasi Sahi), SC S Pitesu, CHC/Block Kolanara. District RRT investigated the outbreak. Health Education was given regarding personal cleanliness was done."
Tamil Nadu,Thanjavur,Food Borne Illness,05,0,29-12-2020,29-12-2020,Under Surveillance,"Cases reported from Village Anoor, HSC Athiyur, PHC Kothangudi, Block Kumbakonam. District RRT investigated the outbreak. Health Education was given regarding personal hygiene."
Assam,Tinsukia,Leptospirosis,01,0,14-12-2020,,31-12-2020,"A 43 year old female from Village Hijuguri, SC Dhekiajuri, BPHC Hapjan. presented with high fever with headache followed by myalgia. Blood sample tested positive for Leptospira by IgM ELISA. District RRT investigated the outbreak. Health Education was given regarding leptospirosis."
Maharashtra,Beed,Chikungunya,10,0,16-10-2020,,31-12-2020,"Cases were reported from Ananadwadi PHC Yelambghat. 05 blood samples were collected for Dengue & Chikungunya test, out of which 02 samples tested positive for Chikungunya by IgM ELISA. Breeding sites of aedes mosquito were observed. District RRT investigated the outbreak. Health Education was given."
Maharashtra,Beed,Fever,41,0,07-12-2020,,31-12-2020,"Cases reported from Babhuldara tanda PHC Chaklamba Tq Georai. 10 blood samples were taken, all were found negative for Dengue & Chikungunya. District RRT investigated the outbreak. Health Education was given."
Maharashtra,Beed,Chikungunya,15,0,16-09-2020,,31-12-2020,"Cases reported from Mochipimpalgaon, PHC Nalwandi Tq Beed. 15 samples were collected for Dengue & Chikungunya test, out of which 07 samples were found positive for Chikungunya by IgM ELISA. District RRT investigated the outbreak. Health Education was given regarding Chikungunya."
Maharashtra,Parbhani,Acute Diarrheal Disease,66,0,05-10-2020,,31-12-2020,"Cases reported from Village Nandgaon, PHC Walur, Block Selu.12 water samples sent for test; 07 samples found contaminated. District RRT investigated the outbreak. Health Education was given regarding purification of water."
Maharashtra,Parbhani,Fever,30,1,27-10-2020,,31-12-2020,"Cases reported from Village & PHC Pedgaon, Block Parbhani. 29 blood samples were collected; serum sample collected was negative for Dengue. Out of 1260 (houses) and 3780 (containers), 175 containers had confirmed breeding sites of Aedes Mosquito Larva. District RRT investigated the outbreak. Health Education was given regarding fogging and abating measures. The deceased was a 55 year old female. Multiple cases were reported from Village Mhatrepada, SC"
Maharashtra,Thane,Leptospirosis,04,1,12-11-2020,,29-12-2020,"Hedutane, PHC Nilje; Village Kalambad, SC Palu, PHC Dhasai, Taluka Murbad; Village & SC Sapgaon, PHC Shenva, Taluka Shahapur; Village Indirawadi, SC & PHC Saralgaon, Taluka Murbad. The cases presented with fever, headache and muscle pain. On RDK testing, 87 samples tested for Leptospirosis, 133 for Dengue, 121 for Malaria; out of which 05 Leptospirosis positive, 25 NS-1, 10-IGg, 5-IG M- Dengue, 3-PF Malaria, 01 mix Malaria positive. District RRT investigated the outbreak. Rapid fever survey done. Doxycycline chemoprophylaxis was given."
Andhra Pradesh,Nandamuri Taraka Rama Rao (NTR),Acute Diarrheal Disease,30,0,30-12-2023,01-03-2024 00:00,Under Control,Cases from UPHC Durgapuram. Loose motion. Klebsiella in tank water sample. RRT investigated.
Assam,Charaideo,Leptospirosis,1,1,01-02-2024 00:00,01-02-2024 00:00,Under Surveillance,Sapekhati BPHC. Seizures. Positive for Leptospirosis IgM ELISA. 52-year-old female expired.
Assam,Darrang,Chickenpox,6,0,30-12-2023,01-02-2024 00:00,Under Surveillance,Khokjani Village. Fever with rash. Age 8-15 years. All 3 samples positive for Varicella Zoster IgM ELISA.
Bihar,Jehanabad,Chickenpox,8,0,01-06-2024 00:00,01-06-2024 00:00,Under Surveillance,Village Painditpur. Fever with rash. Age 3-12 years. All 3 samples positive for Chicken Pox IgM ELISA.
Gujarat,Ahmedabad,Acute Diarrheal Disease,16,0,12-01-2023 00:00,01-01-2024 00:00,Under Surveillance,Kubernagar UPHC. Pain abdomen and vomiting. Age 6-10 years. One water sample unfit for drinking.
Karnataka,Shivamogga,Kyasanur Forest Disease,81,1,01-06-2024 00:00,01-06-2024 00:00,Under Surveillance,Bappamane Village. Fever. 5 samples positive for KFDV IgM ELISA. 18-year-old female expired at KMC Manipal.
Karnataka,Vijayanagar,Cholera,97,1,01-06-2024 00:00,01-06-2024 00:00,Under Surveillance,"Kariganur village. Loose stool, vomiting, dehydration. 5 stool samples positive for Vibrio Cholera. 66-year-old female expired."
Kerala,Palakkad,Dog Bite,9,0,01-03-2024 00:00,01-03-2024 00:00,Under Surveillance,PHC Pattithara. 9 cases from dog bite on 1-1-2024. All received IDRV. House-to-house survey done.
Kerala,Thrissur,Chickenpox,28,0,28-12-2023,01-04-2024 00:00,Under Surveillance,"Divine Care Center, Meloor Village. Fever with rashes. All isolated. RRT investigated."
Kerala,Thrissur,Monkey Pox,2,0,28-12-2023,01-04-2024 00:00,Under Surveillance,CHC Vadakkekad. Fever with painful pus-filled lesions. Both samples positive for Monkey Pox by RTPCR.
Madhya Pradesh,Barwani,Chickenpox,9,0,23-12-2023,01-02-2024 00:00,Under Control,"PHC Khetia, PHC Bokrata. Fever with rash. One sample positive for Varicella Zoster IgM ELISA."
Madhya Pradesh,Chhatarpur,Chickenpox,6,0,01-03-2024 00:00,01-04-2024 00:00,Under Surveillance,CHC Lovkush Nagar. Fever with rash. All cases diagnosed clinically. All isolated.
Madhya Pradesh,Chhindwara,Chickenpox,15,0,12-05-2023 00:00,01-05-2024 00:00,Under Surveillance,PHC Khamarpani. Fever with rash. Negative for measles & rubella. Clinically diagnosed as Chickenpox.
Madhya Pradesh,Narsinghpur,Fever with Rash,8,0,01-04-2024 00:00,01-04-2024 00:00,Under Surveillance,"PHC Singhpur Bada, Village Naktuwa. Fever with rash. RRT investigated."
Maharashtra,Gadchiroli,Malaria,191,1,01-04-2024 00:00,01-04-2024 00:00,Under Control,Village Botlacheru. High grade fever with unconsciousness. Age 4-30 years. 2 samples positive for P. Falciparum. 30-year-old female expired.
